T [fm^-1]		beta_pi
0.0415		3.72066891447064e-15
0.042		5.28283979899665e-15
0.0425		7.47069191704539e-15
0.043		1.05230601656776e-14
0.0435		1.47656200279629e-14
0.044		2.06409870228856e-14
0.0445		2.87487869598688e-14
0.045		3.98988407634213e-14
0.0455		5.518148591761e-14
0.046		7.60600763861533e-14
0.0465		1.04491780278959e-13
0.047		1.43084015162852e-13
0.0475		1.95295800740954e-13
0.048		2.65699120340818e-13
0.0485		3.60334722878596e-13
0.049		4.87244462811096e-13
0.0495		6.57282626409965e-13
0.05		8.84942598555292e-13
0.0505		1.18813732622957e-12
0.051		1.58726330153751e-12
0.0515		2.10629833307949e-12
0.052		2.77516365382463e-12
0.0525		3.6310110923005e-12
0.053		4.71894173839073e-12
0.0535		6.09298337452353e-12
0.054		7.8174075324935e-12
0.0545		9.96829052968932e-12
0.055		1.2635262716658e-11
0.0555		1.59234235464747e-11
0.056		1.99554227239628e-11
0.0565		2.48737044228697e-11
0.057		3.08429220416672e-11
0.0575		3.80525227462552e-11
0.058		4.67195099808813e-11
0.0585		5.70913820352623e-11
0.059		6.944924938402e-11
0.0595		8.41111306970449e-11
0.06		1.0143542639839e-10
0.0605		1.21824567073069e-10
0.061		1.45728832610213e-10
0.0615		1.73650336715001e-10
0.062		2.06147174252218e-10
0.0625		2.4383771888032e-10
0.063		2.87405067558859e-10
0.0635		3.37601621434769e-10
0.064		3.95253794178744e-10
0.0645		4.61266835045993e-10
0.065		5.3662975990186e-10
0.0655		6.22420375239594e-10
0.066		7.19810385470634e-10
0.0665		8.30070569606133e-10
0.067		9.54576018475971e-10
0.0675		1.0948114151698e-09
0.068		1.25237635187707e-09
0.0685		1.42899066608339e-09
0.069		1.62649978697487e-09
0.0695		1.84688008113802e-09
0.07		2.09224418140843e-09
0.0705		2.36484629379678e-09
0.071		2.6670874672057e-09
0.0715		3.00152081818033e-09
0.072		3.37085670028099e-09
0.0725		3.77796780857508e-09
0.073		4.22589421223975e-09
0.0735		4.71784830513779e-09
0.074		5.25721966829311e-09
0.0745		5.84757983740799e-09
0.075		6.49268696859986e-09
0.0755		7.19649039847982e-09
0.076		7.9631350895686e-09
0.0765		8.79696596369079e-09
0.077		9.70253210996011e-09
0.0775		1.06845908741433e-08
0.078		1.17481118170592e-08
0.0785		1.28982805491063e-08
0.079		1.41405024299766e-08
0.0795		1.54804061401704e-08
0.08		1.69238471180475e-08
0.0805		1.84769108641452e-08
0.081		2.01459161129716e-08
0.0815		2.19374178703154e-08
0.082		2.38582103210586e-08
0.0825		2.59153296033117e-08
0.083		2.81160564549129e-08
0.0835		3.0467918728609e-08
0.084		3.29786937826213e-08
0.0845		3.56564107469396e-08
0.085		3.85093526644891e-08
0.0855		4.15460585158183e-08
0.086		4.47753251243538e-08
0.0865		4.82062089445103e-08
0.087		5.18480277438671e-08
0.0875		5.57103621690764e-08
0.088		5.98030572123749e-08
0.0885		6.41362235687687e-08
0.089		6.87202389007509e-08
0.0895		7.35657489973652e-08
0.09		7.86836688513634e-08
0.0905		8.4085183634053e-08
0.091		8.97817495929147e-08
0.0915		9.57850948623883e-08
0.092		1.02107220192751e-07
0.0925		1.0876039960604e-07
0.093		1.15757180975893e-07
0.0935		1.23110386536879e-07
0.094		1.30833113328433e-07
0.0945		1.38938733575965e-07
0.095		1.47440895005694e-07
0.0955		1.56353521108548e-07
0.096		1.65690811344206e-07
0.0965		1.75467241298605e-07
0.097		1.8569756278665e-07
0.0975		1.96396803914469e-07
0.098		2.0758026909364e-07
0.0985		2.19263539019434e-07
0.099		2.31462470608811e-07
0.0995		2.44193196900849e-07
0.1		2.57472126931541e-07
0.1005		2.71315945568039e-07
0.101		2.85741613325044e-07
0.1015		3.00766366147602e-07
0.102		3.16407715173294e-07
0.1025		3.32683446475024e-07
0.103		3.49611620778428e-07
0.1035		3.67210573165979e-07
0.104		3.85498912767387e-07
0.1045		4.04495522429205e-07
0.105		4.24219558377143e-07
0.1055		4.44690449867505e-07
0.106		4.65927898827619e-07
0.1065		4.87951879491881e-07
0.107		5.10782638026224e-07
0.1075		5.34440692152577e-07
0.108		5.58946830772047e-07
0.1085		5.84322113576165e-07
0.109		6.10587870669661e-07
0.1095		6.37765702181751e-07
0.11		6.65877477887644e-07
0.1105		6.94945336826055e-07
0.111		7.24991686925322e-07
0.1115		7.56039204626044e-07
0.112		7.88110834518459e-07
0.1125		8.21229788972432e-07
0.113		8.55419547786459e-07
0.1135		8.9070385783995e-07
0.114		9.27106732746414e-07
0.1145		9.64652452521416e-07
0.115		1.00336556325959e-06
0.1155		1.04327087681895e-06
0.116		1.08439347051331e-06
0.1165		1.12675868681757e-06
0.117		1.17039213308514e-06
0.1175		1.21531968126971e-06
0.118		1.26156746766329e-06
0.1185		1.30916189264792e-06
0.119		1.35812962045198e-06
0.1195		1.40849757892596e-06
0.12		1.46029295932661e-06
0.1205		1.51354321610888e-06
0.121		1.56827606674361e-06
0.1215		1.6245194915329e-06
0.122		1.68230173345041e-06
0.1225		1.74165129798178e-06
0.123		1.80259695299542e-06
0.1235		1.86516772860626e-06
0.124		1.92939291706676e-06
0.1245		1.99530207267078e-06
0.125		2.0629250116562e-06
0.1255		2.13229181213723e-06
0.126		2.20343281404398e-06
0.1265		2.27637861906641e-06
0.127		2.35116009062544e-06
0.1275		2.427808353845e-06
0.128		2.50635479554677e-06
0.1285		2.5868310642422e-06
0.129		2.66926907015591e-06
0.1295		2.75370098524959e-06
0.13		2.84015924325745e-06
0.1305		2.92867653974108e-06
0.131		3.01928583214729e-06
0.1315		3.11202033988723e-06
0.132		3.20691354441989e-06
0.1325		3.30399918934652e-06
0.133		3.40331128052635e-06
0.1335		3.5048840861893e-06
0.134		3.60875213706815e-06
0.1345		3.71495022654655e-06
0.135		3.82351341079745e-06
0.1355		3.93447700896238e-06
0.136		4.04787660330887e-06
0.1365		4.1637480394232e-06
0.137		4.28212742639913e-06
0.1375		4.40305113703996e-06
0.138		4.52655580807356e-06
0.1385		4.65267834037188e-06
0.139		4.78145589918267e-06
0.1395		4.91292591436256e-06
0.14		5.04712608063733e-06
0.1405		5.18409435785012e-06
0.141		5.32386897122958e-06
0.1415		5.46648841166433e-06
0.142		5.61199143598318e-06
0.1425		5.76041706725121e-06
0.143		5.91180459505315e-06
0.1435		6.06619357582017e-06
0.144		6.22362383312438e-06
0.1445		6.38413545800857e-06
0.145		6.54776880930754e-06
0.1455		6.71456451398902e-06
0.146		6.88456346749181e-06
0.1465		7.05780683407075e-06
0.147		7.23433604715818e-06
0.1475		7.41419280971482e-06
0.148		7.59741909460828e-06
0.1485		7.78405714497561e-06
0.149		7.97414947460873e-06
0.1495		8.16773886833778e-06
0.15		8.36486838241805e-06
0.1505		8.565581344935e-06
0.151		8.76992135619331e-06
0.1515		8.97793228913178e-06
0.152		9.18965828973714e-06
0.1525		9.40514377745447e-06
0.153		9.62443344561367e-06
0.1535		9.84757226185216e-06
0.154		1.00746054685503e-05
0.1545		1.03055785832656e-05
0.155		1.0540537399172e-05
0.1555		1.07795279855093e-05
0.156		1.10225966880293e-05
0.1565		1.12697901294471e-05
0.157		1.15211552098993e-05
0.1575		1.17767391074121e-05
0.158		1.20365892783609e-05
0.1585		1.2300753457937e-05
0.159		1.25692796606301e-05
0.1595		1.28422161806993e-05
0.16		1.31196115926493e-05
0.1605		1.34015147517252e-05
0.161		1.36879747943931e-05
0.1615		1.39790411388347e-05
0.162		1.4274763485433e-05
0.1625		1.4575191817285e-05
0.163		1.48803764006912e-05
0.1635		1.51903677856661e-05
0.164		1.55052168064412e-05
0.1645		1.58249745819733e-05
0.165		1.61496925164741e-05
0.1655		1.64794222999025e-05
0.166		1.68142159085055e-05
0.1665		1.71541256053317e-05
0.167		1.74992039407533e-05
0.1675		1.78495037530004e-05
0.168		1.82050781686945e-05
0.1685		1.85659806033698e-05
0.169		1.89322647620325e-05
0.1695		1.93039846396709e-05
0.17		1.96811945218307e-05
0.1705		2.00639489851275e-05
0.171		2.0452302897818e-05
0.1715		2.08463114203454e-05
0.172		2.12460300058845e-05
0.1725		2.16515144009067e-05
0.173		2.20628206457265e-05
0.1735		2.24800050750874e-05
0.174		2.29031243186937e-05
0.1745		2.33322353017987e-05
0.175		2.37673952457685e-05
0.1755		2.4208661668653e-05
0.176		2.46560923857576e-05
0.1765		2.51097455102192e-05
0.177		2.55696794535973e-05
0.1775		2.60359529264455e-05
0.178		2.65086249388942e-05
0.1785		2.69877548012435e-05
0.179		2.74734021245631e-05
0.1795		2.79656268212602e-05
0.18		2.84644891057054e-05
0.1805		2.89700494948024e-05
0.181		2.94823688086078e-05
0.1815		3.00015081709257e-05
0.182		3.05275290099311e-05
0.1825		3.10604930587454e-05
0.183		3.16004623560886e-05
0.1835		3.21474992468662e-05
0.184		3.27016663827887e-05
0.1845		3.32630267230161e-05
0.185		3.38316435347523e-05
0.1855		3.4407580393896e-05
0.186		3.49909011856385e-05
0.1865		3.55816701051442e-05
0.187		3.61799516581367e-05
0.1875		3.67858106615652e-05
0.188		3.73993122442434e-05
0.1885		3.80205218474984e-05
0.189		3.86495052257912e-05
0.1895		3.92863284474105e-05
0.19		3.99310578950899e-05
0.1905		4.05837602666886e-05
0.191		4.12445025758413e-05
0.1915		4.19133521526305e-05
0.192		4.25903766442461e-05
0.1925		4.32756440156612e-05
0.193		4.3969222550307e-05
0.1935		4.46711808507469e-05
0.194		4.53815878393712e-05
0.1945		4.61005127590607e-05
0.195		4.68280251738961e-05
0.1955		4.7564194969844e-05
0.196		4.83090923554375e-05
0.1965		4.90627878625134e-05
0.197		4.98253523468825e-05
0.1975		5.05968569890515e-05
0.198		5.13773732949294e-05
0.1985		5.21669730965515e-05
0.199		5.29657285527878e-05
0.1995		5.37737121500898e-05
0.2		5.45909967031932e-05
0.2005		5.54176553558608e-05
0.201		5.62537615816222e-05
0.2015		5.70993891845078e-05
0.202		5.79546122998112e-05
0.2025		5.8819505394819e-05
0.203		5.96941432695667e-05
0.2035		6.05786010576112e-05
0.204		6.14729542267885e-05
0.2045		6.23772785799834e-05
0.205		6.3291650255892e-05
0.2055		6.42161457298155e-05
0.206		6.51508418144322e-05
0.2065		6.60958156605852e-05
0.207		6.70511447580763e-05
0.2075		6.80169069364717e-05
0.208		6.8993180365898e-05
0.2085		6.99800435578398e-05
0.209		7.09775753659804e-05
0.2095		7.19858549869803e-05
0.21		7.30049619613512e-05
0.2105		7.40349761742199e-05
0.211		7.50759778562335e-05
0.2115		7.61280475843492e-05
0.212		7.71912662826994e-05
0.2125		7.82657152234525e-05
0.213		7.93514760276404e-05
0.2135		8.04486306660423e-05
0.214		8.15572614600663e-05
0.2145		8.26774510825801e-05
0.215		8.38092825588546e-05
0.2155		8.49528392673951e-05
0.216		8.61082049408536e-05
0.2165		8.72754636669368e-05
0.217		8.84546998893064e-05
0.2175		8.96459984084969e-05
0.218		9.0849444382807e-05
0.2185		9.20651233292566e-05
0.219		9.32931211245173e-05
0.2195		9.45335240058158e-05
0.22		9.57864185719359e-05
0.2205		9.70518917841055e-05
0.221		9.83300309670087e-05
0.2215		9.96209238097157e-05
0.222		0.000100924658366684
0.2225		0.000102241323058716
0.223		0.000103571006673959
0.2235		0.000104913798368903
0.224		0.000106269787669365
0.2245		0.000107639064471504
0.225		0.000109021719042869
0.2255		0.000110417842023354
0.226		0.000111827524426311
0.2265		0.000113250857639549
0.227		0.00011468793342637
0.2275		0.00011613884392664
0.228		0.000117603681657861
0.2285		0.000119082539516239
0.229		0.000120575510777745
0.2295		0.000122082689099232
0.23		0.000123604168519506
0.2305		0.000125140043460441
0.231		0.000126690408728129
0.2315		0.000128255359513925
0.232		0.000129834991395623
0.2325		0.000131429400338631
0.233		0.000133038682697044
0.2335		0.000134662935214877
0.234		0.000136302255027143
0.2345		0.000137956739661141
0.235		0.000139626487037543
0.2355		0.000141311595471634
0.236		0.000143012163674505
0.2365		0.000144728290754283
0.237		0.000146460076217347
0.2375		0.000148207619969526
0.238		0.000149971022317393
0.2385		0.00015175038396951
0.239		0.000153545806037627
0.2395		0.000155357390038046
0.24		0.000157185237892881
0.2405		0.000159029451931262
0.241		0.00016089013489076
0.2415		0.000162767389918638
0.242		0.000164661320573212
0.2425		0.000166572030825122
0.243		0.000168499625058716
0.2435		0.000170444208073448
0.244		0.000172405885085196
0.2445		0.00017438476172765
0.245		0.000176380944053665
0.2455		0.000178394538536777
0.246		0.000180425652072497
0.2465		0.000182474391979775
0.247		0.000184540866002479
0.2475		0.000186625182310773
0.248		0.000188727449502625
0.2485		0.000190847776605283
0.249		0.000192986273076714
0.2495		0.000195143048807144
0.25		0.000197318214120533
0.2505		0.000199511879776141
0.251		0.000201724156970027
0.2515		0.000203955157336617
0.252		0.000206204992950185
0.2525		0.000208473776326565
0.253		0.000210761620424649
0.2535		0.000213068638647957
0.254		0.000215394944846336
0.2545		0.000217740653317491
0.255		0.000220105878808733
0.2555		0.000222490736518517
0.256		0.000224895342098176
0.2565		0.000227319811653577
0.257		0.000229764261746841
0.2575		0.00023222880939805
0.258		0.000234713572086848
0.2585		0.000237218667754431
0.259		0.000239744214805063
0.2595		0.000242290332107911
0.26		0.000244857138998896
0.2605		0.000247444755282416
0.261		0.000250053301233155
0.2615		0.000252682897597938
0.262		0.000255333665597602
0.2625		0.000258005726928755
0.263		0.000260699203765741
0.2635		0.000263414218762502
0.264		0.000266150895054447
0.2645		0.00026890935626043
0.265		0.000271689726484623
0.2655		0.000274492130318565
0.266		0.000277316692842998
0.2665		0.000280163539629935
0.267		0.000283032796744692
0.2675		0.000285924590747812
0.268		0.000288839048697213
0.2685		0.000291776298150175
0.269		0.000294736467165377
0.2695		0.000297719684305014
0.27		0.000300726078637041
0.2705		0.00030375577973708
0.271		0.000306808917690649
0.2715		0.000309885623095363
0.272		0.000312986027063112
0.2725		0.000316110261222159
0.273		0.000319258457719509
0.2735		0.000322430749222981
0.274		0.000325627268923592
0.2745		0.000328848150537796
0.275		0.000332093528309718
0.2755		0.000335363537013524
0.276		0.000338658311955789
0.2765		0.000341977988977733
0.277		0.000345322704457686
0.2775		0.000348692595313495
0.278		0.00035208779900486
0.2785		0.000355508453535767
0.279		0.000358954697457051
0.2795		0.000362426669868819
0.28		0.000365924510422818
0.2805		0.000369448359325144
0.281		0.000372998357338741
0.2815		0.000376574645785832
0.282		0.000380177366550652
0.2825		0.000383806662081993
0.283		0.000387462675395788
0.2835		0.000391145550077886
0.284		0.000394855430286576
0.2845		0.000398592460755403
0.285		0.000402356786795853
0.2855		0.000406148554299989
0.286		0.000409967909743449
0.2865		0.000413815000188015
0.287		0.000417689973284504
0.2875		0.000421592977275686
0.288		0.000425524160998945
0.2885		0.000429483673889509
0.289		0.00043347166598296
0.2895		0.000437488287918432
0.29		0.000441533690941557
0.2905		0.000445608026907298
0.291		0.000449711448283212
0.2915		0.000453844108152215
0.292		0.000458006160215889
0.2925		0.000462197758797394
0.293		0.000466419058844682
0.2935		0.000470670215933685
0.294		0.000474951386271441
0.2945		0.000479262726699194
0.295		0.000483604394695724
0.2955		0.000487976548380714
0.296		0.000492379346517911
0.2965		0.000496812948518278
0.297		0.000501277514443795
0.2975		0.000505773205010315
0.298		0.000510300181591325
0.2985		0.000514858606221204
0.299		0.000519448641598814
0.2995		0.000524070451090823
0.3		0.000528724198735349
0.3005		0.000533410049245552
0.301		0.000538128168013083
0.3015		0.000542878721111787
0.302		0.000547661875301305
0.3025		0.00055247779803085
0.303		0.000557326657442726
0.3035		0.00056220862237637
0.304		0.000567123862371783
0.3045		0.000572072547673591
0.305		0.000577054849234794
0.3055		0.000582070938720656
0.306		0.000587120988512559
0.3065		0.000592205171712053
0.307		0.000597323662144739
0.3075		0.000602476634364342
0.308		0.000607664263656754
0.3085		0.000612886726044085
0.309		0.00061814419828882
0.3095		0.000623436857897941
0.31		0.00062876488312707
0.3105		0.000634128452984931
0.311		0.000639527747237263
0.3115		0.000644962946411453
0.312		0.00065043423180058
0.3125		0.000655941785468188
0.313		0.000661485790252168
0.3135		0.000667066429769662
0.314		0.000672683888421481
0.3145		0.000678338351396491
0.315		0.000684030004676198
0.3155		0.000689759035039515
0.316		0.000695525630067298
0.3165		0.000701329978147137
0.317		0.000707172268478004
0.3175		0.000713052691075009
0.318		0.000718971436774323
0.3185		0.0007249286972381
0.319		0.000730924664959158
0.3195		0.000736959533266103
0.32		0.000743033496328214
0.3205		0.000749146749160698
0.321		0.00075529948762945
0.3215		0.000761491908456591
0.322		0.000767724209225178
0.3225		0.000773996588384766
0.323		0.000780309245256488
0.3235		0.000786662380038562
0.324		0.000793056193811416
0.3245		0.000799490888543227
0.325		0.00080596666709546
0.3255		0.000812483733228195
0.326		0.00081904229160569
0.3265		0.000825642547802165
0.327		0.000832284708307248
0.3275		0.000838968980531842
0.328		0.000845695572813711
0.3285		0.000852464694423428
0.329		0.000859276555570062
0.3295		0.000866131367407408
0.33		0.000873029342039501
0.3305		0.000879970692526928
0.331		0.000886955632892919
0.3315		0.000893984378129158
0.332		0.000901057144202408
0.3325		0.000908174148060346
0.333		0.000915335607637898
0.3335		0.000922541741863921
0.334		0.000929792770667119
0.3345		0.000937088914982837
0.335		0.000944430396759558
0.3355		0.000951817438965099
0.336		0.000959250265593674
0.3365		0.000966729101672423
0.337		0.000974254173268139
0.3375		0.00098182570749404
0.338		0.00098944393251666
0.3385		0.00099710907756292
0.339		0.00100482137292667
0.3395		0.00101258104997652
0.34		0.00102038834116197
0.3405		0.00102824348002149
0.341		0.00103614670118915
0.3415		0.00104409824040213
0.342		0.00105209833450843
0.3425		0.00106014722147353
0.343		0.00106824514038853
0.3435		0.00107639233147761
0.344		0.00108458903610549
0.3445		0.00109283549678521
0.345		0.00110113195718599
0.3455		0.00110947866214071
0.346		0.00111787585765471
0.3465		0.00112632379091255
0.347		0.00113482271028705
0.3475		0.00114337286534698
0.348		0.00115197450686514
0.3485		0.00116062788682714
0.349		0.00116933325843912
0.3495		0.00117809087613688
0.35		0.00118690099559335
0.3505		0.00119576387372847
0.351		0.00120467976871656
0.3515		0.00121364893999601
0.352		0.0012226716482775
0.3525		0.00123174815555325
0.353		0.00124087872510561
0.3535		0.0012500636215165
0.354		0.00125930311067615
0.3545		0.00126859745979273
0.355		0.00127794693740106
0.3555		0.0012873518133727
0.356		0.00129681235892447
0.3565		0.0013063288466291
0.357		0.00131590155042401
0.3575		0.00132553074562131
0.358		0.00133521670891727
0.3585		0.00134495971840301
0.359		0.00135476005357365
0.3595		0.00136461799533882
0.36		0.00137453382603222
0.3605		0.00138450782942291
0.361		0.00139454029072482
0.3615		0.001404631496607
0.362		0.00141478173520498
0.3625		0.00142499129613063
0.363		0.00143526047048327
0.3635		0.00144558955086047
0.364		0.00145597883136847
0.3645		0.00146642860763375
0.365		0.00147693917681375
0.3655		0.00148751083760847
0.366		0.00149814389027121
0.3665		0.00150883863662018
0.367		0.00151959538005051
0.3675		0.00153041442554472
0.368		0.00154129607968583
0.3685		0.00155224065066742
0.369		0.00156324844830777
0.3695		0.00157431978405933
0.37		0.00158545497102312
0.3705		0.00159665432395971
0.371		0.0016079181593015
0.3715		0.00161924679516604
0.372		0.00163064055136731
0.3725		0.00164209974943011
0.373		0.00165362471260078
0.3735		0.00166521576586198
0.374		0.00167687323594449
0.3745		0.00168859745134096
0.375		0.00170038874231853
0.3755		0.00171224744093313
0.376		0.00172417388104209
0.3765		0.00173616839831808
0.377		0.00174823133026321
0.3775		0.00176036301622164
0.378		0.00177256379739523
0.3785		0.00178483401685664
0.379		0.00179717401956327
0.3795		0.0018095841523722
0.38		0.00182206476405524
0.3805		0.0018346162053115
0.381		0.00184723882878421
0.3815		0.00185993298907484
0.382		0.00187269904275737
0.3825		0.0018855373483949
0.383		0.00189844826655336
0.3835		0.00191143215981771
0.384		0.00192448939280788
0.3845		0.00193762033219339
0.385		0.00195082534671005
0.3855		0.00196410480717494
0.386		0.00197745908650384
0.3865		0.00199088855972632
0.387		0.00200439360400258
0.3875		0.00201797459863987
0.388		0.00203163192510908
0.3885		0.00204536596706199
0.389		0.00205917711034738
0.3895		0.00207306574302936
0.39		0.00208703225540289
0.3905		0.0021010770400134
0.391		0.00211520049167208
0.3915		0.00212940300747526
0.392		0.00214368498682175
0.3925		0.00215804683143082
0.393		0.00217248894536004
0.3935		0.00218701173502471
0.394		0.00220161560921472
0.3945		0.0022163009791153
0.395		0.00223106825832389
0.3955		0.00224591786286994
0.396		0.00226085021123504
0.3965		0.00227586572437054
0.397		0.00229096482571805
0.3975		0.00230614794122925
0.398		0.00232141549938502
0.3985		0.00233676793121656
0.399		0.00235220567032458
0.3995		0.00236772915290002
0.4		0.00238333881774469
0.4005		0.002399035106292
0.401		0.00241481846262761
0.4015		0.00243068933351139
0.402		0.00244664816839776
0.4025		0.00246269541945743
0.403		0.00247883154159944
0.4035		0.00249505699249269
0.404		0.00251137223258731
0.4045		0.0025277777251392
0.405		0.00254427393622924
0.4055		0.00256086133478832
0.406		0.0025775403926197
0.4065		0.00259431158442143
0.407		0.00261117538780985
0.4075		0.00262813228334272
0.408		0.00264518275454415
0.4085		0.00266232728792675
0.409		0.00267956637301647
0.4095		0.00269690050237744
0.41		0.00271433017163464
0.4105		0.00273185587950115
0.411		0.00274947812780033
0.4115		0.00276719742149307
0.412		0.0027850142687016
0.4125		0.00280292918073653
0.413		0.0028209426721212
0.4135		0.0028390552606178
0.414		0.00285726746725545
0.4145		0.00287557981635403
0.415		0.00289399283555197
0.4155		0.00291250705583411
0.416		0.00293112301155787
0.4165		0.00294984124047921
0.417		0.00296866228378388
0.4175		0.00298758668611112
0.418		0.00300661499558484
0.4185		0.00302574776384072
0.419		0.00304498554605443
0.4195		0.00306432890097112
0.42		0.00308377839093373
0.4205		0.0031033345819138
0.421		0.00312299804353908
0.4215		0.00314276934912486
0.422		0.00316264907570252
0.4225		0.00318263780405223
0.423		0.00320273611873033
0.4235		0.00322294460810326
0.424		0.00324326386437658
0.4245		0.00326369448362803
0.425		0.00328423706583704
0.4255		0.0033048922149181
0.426		0.00332566053875345
0.4265		0.00334654264922351
0.427		0.00336753916224194
0.4275		0.00338865069778732
0.428		0.00340987787993614
0.4285		0.00343122133689764
0.429		0.00345268170104534
0.4295		0.00347425960895554
0.43		0.00349595570143712
0.4305		0.00351777062356795
0.431		0.00353970502473192
0.4315		0.00356175955864997
0.432		0.00358393488342008
0.4325		0.00360623166155064
0.433		0.00362865055999731
0.4335		0.00365119225019953
0.434		0.00367385740811802
0.4345		0.00369664671427066
0.435		0.00371956085377127
0.4355		0.00374260051636569
0.436		0.00376576639647101
0.4365		0.00378905919321416
0.437		0.00381247961047219
0.4375		0.00383602835690678
0.438		0.00385970614600724
0.4385		0.00388351369612956
0.439		0.00390745173053628
0.4395		0.00393152097743691
0.44		0.00395572217002774
0.4405		0.00398005604653469
0.441		0.00400452335025389
0.4415		0.00402912482959186
0.442		0.00405386123811089
0.4425		0.00407873333456843
0.443		0.00410374188296123
0.4435		0.0041288876525691
0.444		0.00415417141799756
0.4445		0.00417959395922037
0.445		0.00420515606162741
0.4455		0.00423085851606569
0.446		0.00425670211888667
0.4465		0.00428268767199103
0.447		0.00430881598287214
0.4475		0.0043350878646658
0.448		0.00436150413619534
0.4485		0.00438806562201612
0.449		0.00441477315246841
0.4495		0.00444162756371819
0.45		0.00446862969780947
0.4505		0.00449578040271253
0.451		0.00452308053236956
0.4515		0.00455053094675031
0.452		0.00457813251189459
0.4525		0.00460588609996591
0.453		0.00463379258930247
0.4535		0.00466185286446603
0.454		0.00469006781629402
0.4545		0.0047184383419518
0.455		0.00474696534498415
0.4555		0.00477564973536973
0.456		0.00480449242956687
0.4565		0.00483349435058035
0.457		0.00486265642800047
0.4575		0.00489197959806733
0.458		0.00492146480372222
0.4585		0.00495111299466256
0.459		0.004980925127397
0.4595		0.00501090216530359
0.46		0.00504104507868467
0.4605		0.00507135484482273
0.461		0.00510183244804069
0.4615		0.00513247887975952
0.462		0.00516329513855352
0.4625		0.00519428223021001
0.463		0.00522544116779308
0.4635		0.00525677297169664
0.464		0.00528827866970894
0.4645		0.00531995929707345
0.465		0.00535181589654732
0.4655		0.00538384951846589
0.466		0.00541606122080229
0.4665		0.00544845206923293
0.467		0.00548102313719823
0.4675		0.00551377550596699
0.468		0.00554671026470162
0.4685		0.00557982851052318
0.469		0.00561313134857325
0.4695		0.00564661989208323
0.47		0.00568029526243972
0.4705		0.00571415858924915
0.471		0.00574821101040898
0.4715		0.00578245367217213
0.472		0.00581688772921643
0.4725		0.00585151434471519
0.473		0.00588633469040221
0.4735		0.00592134994664873
0.474		0.00595656130252658
0.4745		0.00599196995588324
0.475		0.00602757711341624
0.4755		0.00606338399073674
0.476		0.00609939181245109
0.4765		0.0061356018122306
0.477		0.00617201523288437
0.4775		0.00620863332643422
0.478		0.00624545735419292
0.4785		0.0062824885868359
0.479		0.00631972830447893
0.4795		0.00635717779675551
0.48		0.00639483836289418
0.4805		0.00643271131179321
0.481		0.00647079796210712
0.4815		0.00650909964231764
0.482		0.00654761769081509
0.4825		0.00658635345598698
0.483		0.00662530829628328
0.4835		0.0066644835803179
0.484		0.0067038806869334
0.4845		0.0067435010052923
0.485		0.00678334593496077
