tau [fm]		R_piNS^-1
12.51		0.0998547
12.52		0.0997827
12.53		0.0997108
12.54		0.099639
12.55		0.0995674
12.56		0.0994958
12.57		0.0994244
12.58		0.099353
12.59		0.0992818
12.6		0.0992106
12.61		0.0991396
12.62		0.0990687
12.63		0.0989979
12.64		0.0989271
12.65		0.0988565
12.66		0.098786
12.67		0.0987156
12.68		0.0986453
12.69		0.0985751
12.7		0.098505
12.71		0.098435
12.72		0.0983651
12.73		0.0982953
12.74		0.0982256
12.75		0.098156
12.76		0.0980865
12.77		0.0980172
12.78		0.0979479
12.79		0.0978787
12.8		0.0978096
12.81		0.0977406
12.82		0.0976717
12.83		0.0976029
12.84		0.0975342
12.85		0.0974657
12.86		0.0973972
12.87		0.0973288
12.88		0.0972605
12.89		0.0971923
12.9		0.0971242
12.91		0.0970562
12.92		0.0969883
12.93		0.0969205
12.94		0.0968528
12.95		0.0967852
12.96		0.0967177
12.97		0.0966502
12.98		0.0965829
12.99		0.0965157
13		0.0964486
13.01		0.0963815
13.02		0.0963146
13.03		0.0962477
13.04		0.096181
13.05		0.0961143
13.06		0.0960478
13.07		0.0959813
13.08		0.0959149
13.09		0.0958487
13.1		0.0957825
13.11		0.0957164
13.12		0.0956504
13.13		0.0955845
13.14		0.0955187
13.15		0.095453
13.16		0.0953873
13.17		0.0953218
13.18		0.0952564
13.19		0.095191
13.2		0.0951257
13.21		0.0950606
13.22		0.0949955
13.23		0.0949305
13.24		0.0948656
13.25		0.0948008
13.26		0.0947361
13.27		0.0946715
13.28		0.0946069
13.29		0.0945425
13.3		0.0944781
13.31		0.0944139
13.32		0.0943497
13.33		0.0942856
13.34		0.0942216
13.35		0.0941577
13.36		0.0940939
13.37		0.0940302
13.38		0.0939665
13.39		0.093903
13.4		0.0938395
13.41		0.0937761
13.42		0.0937128
13.43		0.0936496
13.44		0.0935865
13.45		0.0935234
13.46		0.0934605
13.47		0.0933976
13.48		0.0933349
13.49		0.0932722
13.5		0.0932096
13.51		0.093147
13.52		0.0930846
13.53		0.0930223
13.54		0.09296
13.55		0.0928978
13.56		0.0928357
13.57		0.0927737
13.58		0.0927118
13.59		0.0926499
13.6		0.0925882
13.61		0.0925265
13.62		0.0924649
13.63		0.0924034
13.64		0.092342
13.65		0.0922806
13.66		0.0922194
13.67		0.0921582
13.68		0.0920971
13.69		0.0920361
13.7		0.0919752
13.71		0.0919143
13.72		0.0918536
13.73		0.0917929
13.74		0.0917323
13.75		0.0916717
13.76		0.0916113
13.77		0.0915509
13.78		0.0914907
13.79		0.0914305
13.8		0.0913703
13.81		0.0913103
13.82		0.0912503
13.83		0.0911905
13.84		0.0911307
13.85		0.091071
13.86		0.0910113
13.87		0.0909517
13.88		0.0908923
13.89		0.0908329
13.9		0.0907735
13.91		0.0907143
13.92		0.0906551
13.93		0.090596
13.94		0.090537
13.95		0.0904781
13.96		0.0904192
13.97		0.0903605
13.98		0.0903018
13.99		0.0902431
14		0.0901846
14.01		0.0901261
14.02		0.0900677
14.03		0.0900094
14.04		0.0899512
14.05		0.089893
14.06		0.0898349
14.07		0.0897769
14.08		0.089719
14.09		0.0896611
14.1		0.0896033
14.11		0.0895456
14.12		0.089488
14.13		0.0894304
14.14		0.0893729
14.15		0.0893155
14.16		0.0892582
14.17		0.0892009
14.18		0.0891437
14.19		0.0890866
14.2		0.0890296
14.21		0.0889726
14.22		0.0889157
14.23		0.0888589
14.24		0.0888021
14.25		0.0887455
14.26		0.0886889
14.27		0.0886323
14.28		0.0885759
14.29		0.0885195
14.3		0.0884632
14.31		0.0884069
14.32		0.0883508
14.33		0.0882947
14.34		0.0882387
14.35		0.0881827
14.36		0.0881268
14.37		0.088071
14.38		0.0880153
14.39		0.0879596
14.4		0.087904
14.41		0.0878485
14.42		0.087793
14.43		0.0877377
14.44		0.0876823
14.45		0.0876271
14.46		0.0875719
14.47		0.0875168
14.48		0.0874618
14.49		0.0874068
14.5		0.0873519
14.51		0.0872971
14.52		0.0872424
14.53		0.0871877
14.54		0.0871331
14.55		0.0870785
14.56		0.087024
14.57		0.0869696
14.58		0.0869153
14.59		0.086861
14.6		0.0868068
14.61		0.0867526
14.62		0.0866986
14.63		0.0866446
14.64		0.0865906
14.65		0.0865368
14.66		0.086483
14.67		0.0864292
14.68		0.0863756
14.69		0.086322
14.7		0.0862684
14.71		0.086215
14.72		0.0861616
14.73		0.0861082
14.74		0.086055
14.75		0.0860018
14.76		0.0859486
14.77		0.0858956
14.78		0.0858426
14.79		0.0857896
14.8		0.0857367
14.81		0.0856839
14.82		0.0856312
14.83		0.0855785
14.84		0.0855259
14.85		0.0854734
14.86		0.0854209
14.87		0.0853685
14.88		0.0853161
14.89		0.0852638
14.9		0.0852116
14.91		0.0851594
14.92		0.0851073
14.93		0.0850553
14.94		0.0850033
14.95		0.0849514
14.96		0.0848996
14.97		0.0848478
14.98		0.0847961
14.99		0.0847444
15		0.0846928
15.01		0.0846413
15.02		0.0845898
15.03		0.0845384
15.04		0.0844871
15.05		0.0844358
15.06		0.0843846
15.07		0.0843334
15.08		0.0842824
15.09		0.0842313
15.1		0.0841804
15.11		0.0841295
15.12		0.0840786
15.13		0.0840278
15.14		0.0839771
15.15		0.0839264
15.16		0.0838758
15.17		0.0838253
15.18		0.0837748
15.19		0.0837244
15.2		0.083674
15.21		0.0836237
15.22		0.0835735
15.23		0.0835233
15.24		0.0834732
15.25		0.0834232
15.26		0.0833732
15.27		0.0833232
15.28		0.0832733
15.29		0.0832235
15.3		0.0831738
15.31		0.0831241
15.32		0.0830744
15.33		0.0830249
15.34		0.0829753
15.35		0.0829259
15.36		0.0828765
15.37		0.0828271
15.38		0.0827778
15.39		0.0827286
15.4		0.0826794
15.41		0.0826303
15.42		0.0825813
15.43		0.0825323
15.44		0.0824833
